1781783637516|435
1781783638303|438
1781783638632|428
1781783639223|440
1781783639230|440
1781783639261|426
1781783639729|439
1781783639899|434
1781783640250|437
1781783640419|434
1781783640533|436
1781783640749|423
1781783640863|437
1781783641243|440
1781783641293|439
1781783641294|436
1781783641370|422
1781783641524|433
1781783641626|438
1781783641834|436
1781783641860|438
1781783641969|435
1781783641998|433
1781783641999|435
1781783642056|442
1781783642131|425
1781783642221|441
1781783642236|436
1781783642274|435
1781783642335|439
1781783642372|437
1781783642403|437
1781783642415|436
1781783642451|439
1781783642466|427
1781783642479|439
1781783642480|425
1781783642514|438
1781783642523|434
1781783642593|440
1781783642694|442
1781783642694|433
1781783642784|435
1781783642833|436
1781783642836|430
1781783642861|422
1781783642932|438
1781783642986|439
1781783642986|440
1781783642988|428
1781783643035|438
1781783643046|423
1781783643066|438
1781783643071|440
1781783643093|426
1781783643111|435
1781783643132|438
1781783643139|440
1781783643165|438
1781783643173|440
1781783643174|424
1781783643212|434
1781783643216|437
1781783643247|437
1781783643287|425
1781783643291|439
1781783643294|439
1781783643312|424
1781783643357|436
1781783643367|424
1781783643374|430
1781783643379|421
1781783643401|428
1781783643441|435
1781783643468|425
1781783643477|431
1781783643491|434
1781783643510|437
1781783643515|439
1781783643526|435
1781783643611|428
1781783643624|438
1781783643624|435
1781783643625|438
1781783643628|428
1781783643635|437
1781783643666|436
1781783643669|440
1781783643673|436
1781783643677|439
1781783643678|420
1781783643691|428
1781783643691|436
1781783643693|437
1781783643741|426
1781783643758|437
1781783643767|436
1781783643774|438
1781783643822|439
1781783643826|434
1781783643826|436
1781783643839|428
1781783643852|425
1781783644226|439
1781783644234|441
1781783644265|429
1781783644725|439
1781783644900|440
1781783645252|433
1781783645422|433
1781783645534|437
1781783645752|432
1781783645867|438
1781783646241|435
1781783646289|440
1781783646289|440
1781783646369|427
1781783646527|435
1781783646631|436
1781783646831|436
1781783646859|437
1781783646971|434
1781783647000|435
1781783647002|438
1781783647052|437
1781783647127|434
1781783647221|433
1781783647235|431
1781783647275|436
1781783647336|434
1781783647375|440
1781783647406|437
1781783647418|440
1781783647455|440
1781783647471|429
1781783647484|427
1781783647484|437
1781783647519|440
1781783647527|439
1781783647596|442
1781783647693|440
1781783647694|437
1781783647787|436
1781783647836|440
1781783647839|430
1781783647862|423
1781783647931|436
1781783647984|437
1781783647985|436
1781783647985|427
1781783648035|436
1781783648046|432
1781783648068|436
1781783648072|437
1781783648094|425
1781783648112|436
1781783648134|438
1781783648142|429
1781783648166|437
1781783648175|422
1781783648175|432
1781783648215|440
1781783648220|440
1781783648251|440
1781783648291|425
1781783648294|440
1781783648301|438
1781783648316|433
1781783648358|436
1781783648367|428
1781783648373|437
1781783648378|426
1781783648400|428
1781783648441|434
1781783648467|433
1781783648476|429
1781783648489|435
1781783648508|438
1781783648512|440
1781783648520|438
1781783648617|431
1781783648619|437
1781783648623|435
1781783648626|438
1781783648626|438
1781783648633|438
1781783648667|435
1781783648671|433
1781783648674|439
1781783648676|437
1781783648678|431
1781783648693|437
1781783648693|433
1781783648694|437
1781783648735|429
1781783648755|435
1781783648762|439
1781783648770|440
1781783648816|440
1781783648821|433
1781783648822|439
1781783648839|427
1781783648852|426
1781783649228|439
1781783649240|438
1781783649269|435
1781783649729|439
1781783649907|433
1781783650257|433
1781783650424|436
1781783650539|433
1781783650758|435
1781783650869|436
1781783651245|438
1781783651294|440
1781783651294|437
1781783651372|432
1781783651534|433
1781783651634|438
1781783651836|436
1781783651864|436
1781783651973|437
1781783652002|437
1781783652003|437
1781783652057|437
1781783652130|438
1781783652228|439
1781783652242|438
1781783652282|435
1781783652339|437
1781783652382|441
1781783652412|439
1781783652423|435
1781783652460|437
1781783652471|432
1781783652487|440
1781783652488|431
1781783652524|438
1781783652532|438
1781783652600|437
1781783652698|439
1781783652698|439
1781783652790|438
1781783652838|436
1781783652841|430
1781783652867|432
1781783652935|438
1781783652988|442
1781783652990|438
1781783652990|436
1781783653038|438
1781783653052|437
1781783653074|438
1781783653080|436
1781783653101|430
1781783653119|438
1781783653142|440
1781783653148|438
1781783653173|435
1781783653182|436
1781783653183|431
1781783653221|441
1781783653225|442
1781783653251|438
1781783653294|428
1781783653299|435
1781783653305|436
1781783653320|436
1781783653361|440
1781783653371|429
1781783653377|434
1781783653382|426
1781783653405|431
1781783653447|441
1781783653469|438
1781783653479|431
1781783653494|436
1781783653513|440
1781783653516|441
1781783653523|434
1781783653619|436
1781783653621|440
1781783653622|438
1781783653623|439
1781783653627|442
1781783653635|439
1781783653671|427
1781783653674|441
1781783653679|435
1781783653679|440
1781783653681|433
1781783653697|435
1781783653697|433
1781783653699|440
1781783653741|433
1781783653759|433
1781783653766|437
1781783653775|441
1781783653823|441
1781783653828|433
1781783653829|440
1781783653844|434
1781783653859|427
1781783654231|437
1781783654244|442
1781783654273|438
1781783654735|437
1781783654912|438
1781783655258|436
1781783655430|437
1781783655544|439
1781783655763|440
1781783655875|440
1781783656247|438
1781783656300|440
1781783656300|440
1781783656378|435
1781783656540|438
1781783656637|435
1781783656837|436
1781783656866|440
1781783656978|436
1781783657005|440
1781783657005|436
1781783657063|438
1781783657136|436
1781783657232|440
1781783657247|438
1781783657285|438
1781783657340|438
1781783657383|440
1781783657415|440
1781783657426|439
1781783657464|440
1781783657476|433
1781783657490|436
1781783657491|432
1781783657522|436
1781783657533|432
1781783657602|439
1781783657700|436
1781783657701|438
1781783657790|440
