1784209300179|466
1784209300208|465
1784209300222|467
1784209300465|453
1784209300593|467
1784209300763|465
1784209300822|449
1784209301090|465
1784209301335|466
1784209301402|455
1784209301421|467
1784209301553|465
1784209301559|467
1784209301987|466
1784209302074|457
1784209302121|465
1784209302124|465
1784209302134|464
1784209302137|458
1784209302184|465
1784209302352|464
1784209302379|464
1784209302544|464
1784209302618|449
1784209302626|470
1784209302628|467
1784209302784|468
1784209302934|458
1784209302974|463
1784209303022|466
1784209303059|455
1784209303066|469
1784209303187|464
1784209303223|466
1784209303230|468
1784209303276|454
1784209303279|468
1784209303281|466
1784209303304|468
1784209303326|451
1784209303398|467
1784209303511|463
1784209303570|466
1784209303580|453
1784209303592|466
1784209303619|449
1784209303628|465
1784209303659|465
1784209303690|463
1784209303790|465
1784209303838|465
1784209303868|468
1784209303933|451
1784209304018|465
1784209304066|466
1784209304097|468
1784209304117|465
1784209304137|464
1784209304154|468
1784209304157|460
1784209304168|454
1784209304202|465
1784209304219|465
1784209304233|454
1784209304269|466
1784209304272|457
1784209304278|468
1784209304285|464
1784209304321|467
1784209304326|452
1784209304355|463
1784209304359|465
1784209304392|467
1784209304402|453
1784209304439|465
1784209304442|463
1784209304474|465
1784209304514|466
1784209304541|463
1784209304562|466
1784209304584|469
1784209304608|457
1784209304617|466
1784209304627|464
1784209304637|468
1784209304644|466
1784209304674|467
1784209304679|465
1784209304691|466
1784209304700|464
1784209304700|467
1784209304723|453
1784209304734|465
1784209304760|466
1784209304760|467
1784209304761|469
1784209304761|463
1784209304783|463
1784209304793|463
1784209304803|466
1784209310178|152
1784209310208|77
1784209310221|163
1784209310472|93
1784209310601|442
1784209310759|214
1784209310830|332
1784209311091|127
1784209311342|183
1784209311406|157
1784209311429|153
1784209311552|387
1784209311561|378
1784209311993|275
1784209312080|185
1784209312128|65
1784209312132|104
1784209312142|160
1784209312145|333
1784209312193|396
1784209312355|395
1784209312383|411
1784209312545|181
1784209312618|297
1784209312626|439
1784209312626|236
1784209312784|306
1784209312942|366
1784209312983|382
1784209313030|311
1784209313066|371
1784209313073|167
1784209313188|303
1784209313227|305
1784209313232|208
1784209313277|354
1784209313281|266
1784209313283|333
1784209313307|184
1784209313327|277
1784209313398|83
1784209313514|248
1784209313569|364
1784209313579|151
1784209313594|111
1784209313618|202
1784209313631|353
1784209313664|241
1784209313696|308
1784209313797|88
1784209313843|127
1784209313876|354
1784209313943|321
1784209314022|104
1784209314070|234
1784209314100|393
1784209314121|349
1784209314134|353
1784209314158|318
1784209314160|350
1784209314172|354
1784209314199|178
1784209314219|373
1784209314230|243
1784209314274|179
1784209314276|161
1784209314281|386
1784209314290|198
1784209314322|360
1784209314324|228
1784209314355|185
1784209314357|367
1784209314392|320
1784209314401|326
1784209314436|348
1784209314440|150
1784209314480|286
1784209314516|282
1784209314545|266
1784209314570|308
1784209314592|157
1784209314613|218
1784209314622|315
1784209314633|108
1784209314643|320
1784209314650|318
1784209314677|175
1784209314688|296
1784209314696|327
1784209314707|320
1784209314708|402
1784209314729|186
1784209314742|63
1784209314762|343
1784209314767|276
1784209314767|316
1784209314768|299
1784209314791|261
1784209314802|163
1784209314811|344
1784209315182|333
1784209315211|347
1784209315224|346
1784209315476|171
1784209315605|64
1784209315762|65
1784209315834|185
1784209316094|161
1784209316344|297
1784209316411|130
1784209316433|199
1784209316556|199
1784209316564|120
1784209316999|108
1784209317086|313
1784209317132|254
1784209317135|356
1784209317148|67
1784209317149|234
1784209317198|71
1784209317384|97
1784209317549|125
1784209317622|279
1784209317630|251
1784209317788|232
1784209317946|195
1784209317983|68
1784209318031|193
1784209318077|325
1784209318192|179
1784209318228|203
1784209318236|260
1784209318281|149
1784209318285|161
1784209318287|177
1784209318308|139
1784209318327|202
1784209318403|119
1784209318518|228
1784209318573|111
1784209318583|169
1784209318598|85
1784209318625|238
1784209318636|59
1784209318671|315
1784209318703|274
1784209318799|313
1784209318847|226
1784209318879|188
1784209318949|107
1784209319028|369
1784209319071|250
1784209319104|107
1784209319126|61
1784209319139|129
1784209319158|106
1784209319162|99
1784209319171|190
1784209319202|224
1784209319234|111
1784209319278|170
1784209319279|210
1784209319286|160
1784209319294|234
1784209319327|138
1784209319327|199
1784209319361|63
1784209319396|218
1784209319404|119
1784209319441|141
1784209319444|175
1784209319487|276
1784209319521|300
1784209319550|163
1784209319575|226
1784209319594|218
1784209319618|224
1784209319628|66
1784209319638|72
1784209319648|170
1784209319655|100
1784209319682|163
1784209319690|187
1784209319699|198
1784209319710|167
1784209319712|100
1784209319732|239
1784209319747|352
1784209319765|205
1784209319771|129
1784209319771|230
1784209319773|264
1784209319792|191
1784209319806|319
1784209319814|66
1784209320183|180
1784209320212|61
1784209320225|217
1784209320477|103
1784209320608|287
1784209320761|147
1784209320833|246
1784209321095|276
1784209321346|235
1784209321411|222
1784209321434|94
1784209321556|299
1784209321563|101
